First Name	Last Name	Gender	Belt	Membership Number	Age	Division	Weight Range	Total Points							
Naqiya	Caderbhoy	Female	Black	999922978	Senior	World-Class-Heavy	Over-73kg	42
Analee	RODRIGUEZ	Female	Black	999839942	Senior	World-Class-Heavy	Over-73kg	30
HANNAH	KECK	Female	Black	999863351	Senior	World-Class-Heavy	Over-73kg	30
Oumaima	Sriji	Female	Black	999918599	Senior	World-Class-Heavy	Over-73kg	30
Danica	DEATON	Female	Black	999889960	Senior	World-Class-Light	57.1kg-62kg	384
Madeline	PITTS	Female	Black	999849143	Senior	World-Class-Light	57.1kg-62kg	178.5
Makayla	GREENWOOD	Female	Black	999847664	Senior	World-Class-Light	57.1kg-62kg	150
YOUNGSEO	YI	Female	Black	999880551	Senior	World-Class-Light	57.1kg-62kg	116
Makenzie	MACGREGOR	Female	Black	999852993	Senior	World-Class-Light	57.1kg-62kg	115
GRACE	SHIBA	Female	Black	999848452	Senior	World-Class-Light	57.1kg-62kg	100
Isabelle	Golla	Female	Black	999917152	Senior	World-Class-Light	57.1kg-62kg	90
Chloe	CHUA	Female	Black	999823446	Senior	World-Class-Light	57.1kg-62kg	85
VICTORIA	LOYA	Female	Black	999894641	Senior	World-Class-Light	57.1kg-62kg	77
MADELYN	BARRETT	Female	Black	999863678	Senior	World-Class-Light	57.1kg-62kg	75
Rand	ALJETAWI	Female	Black	999918782	Senior	World-Class-Light	57.1kg-62kg	75
JESSICA	GNIEDZIEJKO	Female	Black	999914273	Senior	World-Class-Light	57.1kg-62kg	70
Isabelle	COLLYER	Female	Black	999848049	Senior	World-Class-Light	57.1kg-62kg	64
Yessenia	MARCIAL-MARTINEZ	Female	Black	999925490	Senior	World-Class-Light	57.1kg-62kg	64
ASHLEY	PEREZ	Female	Black	999802579	Senior	World-Class-Light	57.1kg-62kg	60
Chloe	CHUA	Female	Black	999927172	Senior	World-Class-Light	57.1kg-62kg	60
Shevana	Au-Yang	Female	Black	999926572	Senior	World-Class-Light	57.1kg-62kg	56
IZABEL	WARZHAPETIAN	Female	Black	999732609	Senior	World-Class-Light	57.1kg-62kg	52.5
Maia	Paulitz	Female	Black	999916820	Senior	World-Class-Light	57.1kg-62kg	52.5
ABBY	LAMBERT	Female	Black	999901744	Senior	World-Class-Light	57.1kg-62kg	45
INDIA	ROCKEY	Female	Black	999831598	Senior	World-Class-Light	57.1kg-62kg	42
BIANCA	GHEORGHE	Female	Black	999871147	Senior	World-Class-Light	57.1kg-62kg	42
Jenna	Greene	Female	Black	999918927	Senior	World-Class-Light	57.1kg-62kg	42
Divya	Adil	Female	Black	999927626	Senior	World-Class-Light	57.1kg-62kg	42
BARBARA	VIVAS	Female	Black	999897166	Senior	World-Class-Light	57.1kg-62kg	39.5
ELOIZA	DY	Female	Black	999850780	Senior	World-Class-Light	57.1kg-62kg	34
Christina	CHIMAL	Female	Black	999873974	Senior	World-Class-Light	57.1kg-62kg	34
RANIA	NASER	Female	Black	999870739	Senior	World-Class-Light	57.1kg-62kg	32
SAMARA	OBOT	Female	Black	999898122	Senior	World-Class-Light	57.1kg-62kg	32
VIVIAN 	ZHANG	Female	Black	999898983	Senior	World-Class-Light	57.1kg-62kg	32
Karina	Lara	Female	Black	999919058	Senior	World-Class-Light	57.1kg-62kg	32
CANEENA 	CLARK	Female	Black	999893433	Senior	World-Class-Light	57.1kg-62kg	30
CHLOE	MANNO	Female	Black	999897917	Senior	World-Class-Light	57.1kg-62kg	30
Brianne	USSERMAN	Female	Black	999849769	Senior	World-Class-Middle	67.1kg-73kg	535
KYLIE	LEWIS	Female	Black	999885019	Senior	World-Class-Middle	67.1kg-73kg	105
GABRIELA	DE-JESUS	Female	Black	999900811	Senior	World-Class-Middle	67.1kg-73kg	82.5
SUSAN	LITTLE	Female	Black	999913734	Senior	World-Class-Middle	67.1kg-73kg	79
Emily	Da-Silva	Female	Black	999928213	Senior	World-Class-Middle	67.1kg-73kg	79
Daniela	Macias	Female	Black	999925533	Senior	World-Class-Middle	67.1kg-73kg	60
ASHLEY 	HOWARD	Female	Black	999886616	Senior	World-Class-Middle	67.1kg-73kg	50
KYLIE	DEPKA	Female	Black	999910089	Senior	World-Class-Middle	67.1kg-73kg	45
Camila	Leija	Female	Black	999922755	Senior	World-Class-Middle	67.1kg-73kg	45
CHRISTINE	DY	Female	Black	999850152	Senior	World-Class-Middle	67.1kg-73kg	34
Kristina	TEACHOUT	Female	Black	999861047	Senior	World-Class-Welter	62.1kg-67kg	335
Anastasija	ZOLOTIC	Female	Black	999860897	Senior	World-Class-Welter	62.1kg-67kg	200
MAKENNA	SILVA	Female	Black	999892307	Senior	World-Class-Welter	62.1kg-67kg	170
NORA	DOLT	Female	Black	999905813	Senior	World-Class-Welter	62.1kg-67kg	145
EMILY	BOGGS	Female	Black	999907989	Senior	World-Class-Welter	62.1kg-67kg	139
Adrianna-Nike	KUPEC	Female	Black	999860884	Senior	World-Class-Welter	62.1kg-67kg	108
Rand	Aljetawi 	Female	Black	999918782	Senior	World-Class-Welter	62.1kg-67kg	105
Makaela	USSERMAN	Female	Black	999858123	Senior	World-Class-Welter	62.1kg-67kg	94
COURTNEY	BARRON	Female	Black	999893785	Senior	World-Class-Welter	62.1kg-67kg	79
ISABELLE	COLLYER	Female	Black	999848049	Senior	World-Class-Welter	62.1kg-67kg	75
Iromi	GUERRA-PEREZ	Female	Black	999918369	Senior	World-Class-Welter	62.1kg-67kg	64
SARAH	PRIDE	Female	Black	999851134	Senior	World-Class-Welter	62.1kg-67kg	59
CHRISTINE	DY	Female	Black	999850152	Senior	World-Class-Welter	62.1kg-67kg	56
Yiou	Li	Female	Black	999923442	Senior	World-Class-Welter	62.1kg-67kg	56
Gabriela	DE-JESUS	Female	Black	999900811	Senior	World-Class-Welter	62.1kg-67kg	45
ASHLEY	CHAN	Female	Black	999904720	Senior	World-Class-Welter	62.1kg-67kg	42
Yolian	Lao	Female	Black	999919024	Senior	World-Class-Welter	62.1kg-67kg	42
Anna	McGrade	Female	Black	999922413	Senior	World-Class-Welter	62.1kg-67kg	42
SHARON	SPINNER	Female	Black	999889843	Senior	World-Class-Welter	62.1kg-67kg	30
Neha	SHAH	Female	Black	999899965	Senior	World-Class-Welter	62.1kg-67kg	30
Isabella	Afsar-Keshmiri	Female	Blue	999922661	Senior	Bantam	49.1kg-53kg	30
Reagan	Ferrell	Female	Blue	999926790	Senior	Feather	53.1kg-57kg	100
Lily	Farnell	Female	Blue	999922421	Senior	Feather	53.1kg-57kg	75
Yuko	Ward	Female	Blue	999918922	Senior	Feather	53.1kg-57kg	56
Elise	Sharrock	Female	Blue	999919690	Senior	Feather	53.1kg-57kg	56
Julia	Moon	Female	Blue	999922587	Senior	Feather	53.1kg-57kg	42
Holly	ackermann	Female	Blue	999923572	Senior	Feather	53.1kg-57kg	42
Sophia	Roud	Female	Blue	999926897	Senior	Feather	53.1kg-57kg	42
Louise	Schul	Female	Blue	999927452	Senior	Feather	53.1kg-57kg	42
Robin	Sherrer	Female	Blue	999918995	Senior	Feather	53.1kg-57kg	32
Catherine	Ta	Female	Blue	999919004	Senior	Feather	53.1kg-57kg	32
Rebecca	Chou	Female	Blue	999922580	Senior	Feather	53.1kg-57kg	32
Isabella	Afsar-Keshmiri	Female	Blue	999922661	Senior	Fly	46.1kg-49kg	100
Cindy	Lin	Female	Blue	999918978	Senior	Fly	46.1kg-49kg	75
Jennifer	Li	Female	Blue	999919097	Senior	Fly	46.1kg-49kg	56
Lauren	Owens	Female	Blue	999927294	Senior	Fly	46.1kg-49kg	56
Stephanie	LUCERO	Female	Blue	999921533	Senior	Fly	46.1kg-49kg	30
Katherine	Rioux	Female	Blue	999918882	Senior	Heavy	Over-73kg	56
Amanda	Branom	Female	Blue	999923116	Senior	Heavy	Over-73kg	56
Felima	Estrada	Female	Blue	999924147	Senior	Heavy	Over-73kg	30
Djaka	Sano	Female	Blue	999925223	Senior	Light	57.1kg-62kg	75
Ankitha	Doma	Female	Blue	999922703	Senior	Light	57.1kg-62kg	42
Sandhya	Seetharaman	Female	Blue	999927394	Senior	Light	57.1kg-62kg	42
Paola	Mendez	Female	Blue	999925812	Senior	Light	57.1kg-62kg	30
Abby	Verneuille 	Female	Blue	999922745	Senior	Middle	67.1kg-73kg	100
Kelsey	Bingham	Female	Blue	999921824	Senior	Middle	67.1kg-73kg	75
 Rae	 Griggs	Female	Blue	999925663	Senior	Middle	67.1kg-73kg	65
Reychel	Parra	Female	Blue	999926528	Senior	Middle	67.1kg-73kg	60
Amyah	Harper	Female	Blue	999926455	Senior	Middle	67.1kg-73kg	45
Matgelina	Mendoza	Female	Blue	999927304	Senior	Middle	67.1kg-73kg	42
Mehria	RAHIMI	Female	Blue	999925380	Senior	Middle	67.1kg-73kg	30
Hannah	Cutright	Female	Blue	999919000	Senior	Welter	62.1kg-67kg	100
Margaret	Willis	Female	Blue	999926737	Senior	Welter	62.1kg-67kg	62
BONNIE	NGUYEN	Female	Blue	999851630	Senior	Welter	62.1kg-67kg	56
Cierra	San-Roman	Female	Blue	999922345	Senior	Welter	62.1kg-67kg	56
Katherine 	Lee	Female	Blue	999918912	Senior	Welter	62.1kg-67kg	42
Amy	Martinez	Female	Blue	999922388	Senior	Welter	62.1kg-67kg	42
Isabelle	Sanchez	Female	Blue	999919123	Senior	Welter	62.1kg-67kg	32
Adriana	Bifolco	Female	Blue	999926071	Senior	Welter	62.1kg-67kg	32
Paloma	Vega	Female	Green	999923458	Senior	Bantam	49.1kg-53kg	32
Cat	Sziklas	Female	Green	999927469	Senior	Feather	53.1kg-57kg	100
Reagan	King	Female	Green	999926702	Senior	Feather	53.1kg-57kg	75
Madison	McGee	Female	Green	999926461	Senior	Feather	53.1kg-57kg	72
Kelsey	Blackwood	Female	Green	999922635	Senior	Feather	53.1kg-57kg	56
Tania	Varesano	Female	Green	999926510	Senior	Feather	53.1kg-57kg	56
Rebecca	Vargas	Female	Green	999919951	Senior	Feather	53.1kg-57kg	42
Evelyn	Lai	Female	Green	999922585	Senior	Feather	53.1kg-57kg	42
Erin	Williams	Female	Green	999922592	Senior	Feather	53.1kg-57kg	42
Esmeralda	Rizo	Female	Green	999923446	Senior	Feather	53.1kg-57kg	32
Rachael	Stone	Female	Green	999926629	Senior	Feather	53.1kg-57kg	32
Ashley 	Winnor	Female	Green	999926862	Senior	Feather	53.1kg-57kg	32
Pauline	Pham	Female	Green	999926977	Senior	Feather	53.1kg-57kg	32
Silva	Stewart	Female	Green	999927343	Senior	Feather	53.1kg-57kg	32
Olivia	Ciabattari	Female	Green	999925136	Senior	Feather	53.1kg-57kg	30
Mia	Saavedra	Female	Green	999922562	Senior	Fly	46.1kg-49kg	100
Victoria	Duong	Female	Green	999923417	Senior	Fly	46.1kg-49kg	75
Chieh-Hsi	Lin	Female	Green	999923567	Senior	Fly	46.1kg-49kg	56
Ariana 	Mechem	Female	Green	999926809	Senior	Fly	46.1kg-49kg	56
Rina	Petrova	Female	Green	999922338	Senior	Fly	46.1kg-49kg	42
 Lydia	 Quinn	Female	Green	999925711	Senior	Fly	46.1kg-49kg	30
Donna	Joya	Female	Green	999923452	Senior	Heavy	Over-73kg	56
Tenley	Hollman	Female	Green	999926453	Senior	Heavy	Over-73kg	56
Alexandra	Garcia	Female	Green	999923583	Senior	Heavy	Over-73kg	42
Christine	Nguyen	Female	Green	999927507	Senior	Heavy	Over-73kg	42
Sabrina	Phu	Female	Green	999926486	Senior	Light	57.1kg-62kg	100
Logan	Rouse	Female	Green	999922660	Senior	Light	57.1kg-62kg	87
Bhavana	Chauhan	Female	Green	999927007	Senior	Light	57.1kg-62kg	75
Kelsey	Blackwood	Female	Green	999922635	Senior	Light	57.1kg-62kg	60
Arielle	Hershkowitz	Female	Green	999926478	Senior	Light	57.1kg-62kg	42
 Lauren	 Tapper	Female	Green	999918580	Senior	Light	57.1kg-62kg	30
Katherine	Mader	Female	Green	999925945	Senior	Middle	67.1kg-73kg	105
Harper	Moreno	Female	Green	999923503	Senior	Middle	67.1kg-73kg	100
Nivedha	Jayaprakash	Female	Green	999922409	Senior	Welter	62.1kg-67kg	56
Emily	Boron	Female	Green	999927068	Senior	Welter	62.1kg-67kg	56
Lauren	Tapper	Female	Green	999918580	Senior	Welter	62.1kg-67kg	42
Rachel	Dempsey	Female	Green	999927445	Senior	Welter	62.1kg-67kg	42
Khara	Pastean	Female	Green	999922036	Senior	Welter	62.1kg-67kg	32
Vivian	Shi	Female	Green	999922743	Senior	Welter	62.1kg-67kg	32
Joy	Ma 	Female	Green	999923641	Senior	Welter	62.1kg-67kg	32
Hinano	Tsuchiya	Female	Green	999927295	Senior	Welter	62.1kg-67kg	32
Danica	FIORE	Female	Red	999917804	Senior	Bantam	49.1kg-53kg	135
Mariana	ESTRADA	Female	Red	999922351	Senior	Bantam	49.1kg-53kg	60
Rona	Wang	Female	Red	999923618	Senior	Bantam	49.1kg-53kg	45
Jessie	HUANG	Female	Red	999923755	Senior	Bantam	49.1kg-53kg	30
Amelia 	Rooney	Female	Red	999923380	Senior	Feather	53.1kg-57kg	100
Kimberly	Christian	Female	Red	999927410	Senior	Feather	53.1kg-57kg	75
Christine	Tu	Female	Red	999918876	Senior	Feather	53.1kg-57kg	72
Tammy	Huynh	Female	Red	999918917	Senior	Feather	53.1kg-57kg	56
Alicea	Cianfrogna	Female	Red	999926270	Senior	Feather	53.1kg-57kg	56
Haley	Mendoza	Female	Red	999916930	Senior	Feather	53.1kg-57kg	42
Saipravallika	Chamarthi	Female	Red	999919103	Senior	Feather	53.1kg-57kg	42
Sophia	Varrati	Female	Red	999923111	Senior	Feather	53.1kg-57kg	42
Mariam	HOSSEYNI	Female	Red	999921469	Senior	Feather	53.1kg-57kg	30
Alyssa	Pedraza	Female	Red	999926472	Senior	Feather	53.1kg-57kg	30
Sara	Gardi	Female	Red	999926668	Senior	Feather	53.1kg-57kg	30
CHYANNE	ARMES	Female	Red	999915528	Senior	Fin	Under-46kg	42
Emily 	Torres-Hernandez	Female	Red	999926467	Senior	Fin	Under-46kg	30
Ameia	Mikula-Noble	Female	Red	999918969	Senior	Fly	46.1kg-49kg	100
Rona	Wang	Female	Red	999923618	Senior	Fly	46.1kg-49kg	87
Emily	Ford	Female	Red	999918431	Senior	Fly	46.1kg-49kg	75
Jasmine	Nem	Female	Red	999926304	Senior	Fly	46.1kg-49kg	60
Ajalae	Adams	Female	Red	999918572	Senior	Fly	46.1kg-49kg	56
Jennifer	Cheng	Female	Red	999922581	Senior	Fly	46.1kg-49kg	56
Kayla	Perez	Female	Red	999926028	Senior	Fly	46.1kg-49kg	45
Olivia	Guan	Female	Red	999923512	Senior	Fly	46.1kg-49kg	42
Carolina	PINEDO	Female	Red	999919341	Senior	Fly	46.1kg-49kg	30
Jordan	Engstrom	Female	Red	999918820	Senior	Heavy	Over-73kg	101
Briza	Prado	Female	Red	999927217	Senior	Heavy	Over-73kg	100
Jhanique	Berridge	Female	Red	999927675	Senior	Heavy	Over-73kg	75
MONSERRAT 	ZAVALA	Female	Red	999900115	Senior	Heavy	Over-73kg	60
Jasmin	Palmer	Female	Red	999923432	Senior	Heavy	Over-73kg	56
Stephanie	Yuen	Female	Red	999918795	Senior	Heavy	Over-73kg	42
Tabassum	Billah	Female	Red	999921524	Senior	Heavy	Over-73kg	30
Christine	Tu	Female	Red	999918876	Senior	Light	57.1kg-62kg	30
Ariana	BAKER	Female	Red	999922940	Senior	Light	57.1kg-62kg	30
Landrey	Brown	Female	Red	999927147	Senior	Middle	67.1kg-73kg	42
Ilaria	Cielo	Female	Red	999918964	Senior	Middle	67.1kg-73kg	30
Claudia	Phillips	Female	Red	999919037	Senior	Welter	62.1kg-67kg	100
Julia	Eesley	Female	Red	999922058	Senior	Welter	62.1kg-67kg	75
Emma	Evans-Nolet	Female	Red	999923477	Senior	Welter	62.1kg-67kg	56
Jocelyn	Tyler	Female	Red	999927169	Senior	Welter	62.1kg-67kg	56
Fei-Tzin	Lee	Female	Red	999918775	Senior	Welter	62.1kg-67kg	42
Kimberly	Lema	Female	Red	999915118	Senior	Welter	62.1kg-67kg	30
Caitlin	Lowe	Female	Red	999919075	Senior	Welter	62.1kg-67kg	30
 Jacquelyn	 Caishpal	Female	Red	999926031	Senior	Welter	62.1kg-67kg	30
Sabrin 	Abu-Seir 	Female	Red	999928016	Senior	Welter	62.1kg-67kg	30
Lana	Bowers	Female	Yellow	999925734	Senior	Bantam	49.1kg-53kg	56
Sophia	Yim	Female	Yellow	999927079	Senior	Bantam	49.1kg-53kg	42
Hilary	Velazquez	Female	Yellow	999926444	Senior	Bantam	49.1kg-53kg	30
Franchesca	Untalan	Female	Yellow	999926974	Senior	Feather	53.1kg-57kg	100
Olivia	Chu	Female	Yellow	999927548	Senior	Feather	53.1kg-57kg	75
Andrea	 Chu	Female	Yellow	999925735	Senior	Feather	53.1kg-57kg	72
Alina	Weinberger	Female	Yellow	999927212	Senior	Feather	53.1kg-57kg	56
Hilary	Velazquez	Female	Yellow	999926444	Senior	Feather	53.1kg-57kg	42
Melanie	Ho	Female	Yellow	999927071	Senior	Feather	53.1kg-57kg	42
Debora	Aguilar	Female	Yellow	999927156	Senior	Feather	53.1kg-57kg	32
Tawnia	 Ayala-Ramos	Female	Yellow	999921827	Senior	Fin	Under-46kg	105
Danalynn	Phan	Female	Yellow	999926719	Senior	Fly	46.1kg-49kg	100
Stephanie	Degnore	Female	Yellow	999926617	Senior	Fly	46.1kg-49kg	56
Lily	Zheng	Female	Yellow	999927543	Senior	Fly	46.1kg-49kg	56
Muhabbat	 Arslanova	Female	Yellow	999926088	Senior	Fly	46.1kg-49kg	30
Lila	Brodsky	Female	Yellow	999926678	Senior	Heavy	Over-73kg	100
Deyla	Matkovich	Female	Yellow	999926698	Senior	Heavy	Over-73kg	75
Sierra	Cowher	Female	Yellow	999922776	Senior	Heavy	Over-73kg	56
Ca'Maree	Dickerson	Female	Yellow	999926892	Senior	Heavy	Over-73kg	56
Talia	 Mehaignerie	Female	Yellow	999921823	Senior	Light	57.1kg-62kg	72
Victoria	CHANG	Female	Yellow	999924834	Senior	Light	57.1kg-62kg	30
Annamaria	Dimon	Female	Yellow	999926794	Senior	Light	57.1kg-62kg	30
Lauren	Olson	Female	Yellow	999927076	Senior	Welter	62.1kg-67kg	100
Sulyn	Gibbons	Female	Yellow	999926106	Senior	Welter	62.1kg-67kg	75
Isabel	 Reynoso	Female	Yellow	999925733	Senior	Welter	62.1kg-67kg	72
Kourtney	Beauvais	Female	Yellow	999927067	Senior	Welter	62.1kg-67kg	56
Francine	Ho	Female	Yellow	999927070	Senior	Welter	62.1kg-67kg	42
Deysi	TEPOZ	Female	Yellow	999924853	Senior	Welter	62.1kg-67kg	30
